id,name,type,exp_name,m1a_hit,m5c_hit,m6a_hit,m7g_hit,full_hit,m1a_Regulation,m5c_Regulation,m6a_Regulation,m7g_Regulation,regulation,logFC,PValue,FDR,degree.x,closeness_centrality.x,betweenness_centrality.x,eigenvector_centrality.x,page_rank_score.x,clustering_coefficient.x,DNB,m1a_Foldchange,m5c_Foldchange,m6a_Foldchange,m7g_Foldchange,CCF_diff,CCF_abs_diff,CCF_p_ttest,CCF_p_wilcoxon,divergene,protein_degree,protein_closeness_centrality,protein_betweenness_centrality,protein_eigenvector_centrality,protein_page_rank_score,protein_clustering_coefficient,protein_m1.mean,protein_m0.mean,protein_Diff,protein_abs_Diff,protein_pvalue,lit_meta,lit_meta_colon
ENST00000599808,HOMER3,lncRNA,HOMER3,1,0,1,0,2,down,down,down,down,down,-2.906211325,0.106741642,0.296609752,4,4.03E-09,0,0,3.49E-05,1,no,450.3,6.734597156,9.475669765,8.482149297,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599831,CYP2B7P,lncRNA,CYP2B7P,1,0,1,0,2,down,down,up,down,up,1.381904879,0.543667943,0.751542989,1,4.03E-09,0,2.66E-11,1.54E-05,NA,no,70.4610984,4.636813459,21.57183499,14.78535912,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599987,KLK10,lncRNA,NA,1,1,1,0,3,up,up,up,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,181.7,29.57142857,399.4,21.85481481,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600004,MZF1,lncRNA,MZF1,0,0,0,0,0,up,up,up,down,up,1.34011656,0.05593151,0.272695179,839,4.03E-09,0,0.172818345,3.17E-05,0.851439804,no,12.64574468,9.874458874,2.611501597,13.56702899,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600354,TBC1D17,lncRNA,TBC1D17,0,1,1,1,3,down,down,down,down,up,1.361970861,0.295189004,0.52477242,1088,4.03E-09,0,0.231096074,3.83E-05,0.884419476,no,7.329393628,231,8.375595806,748.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600387,ARHGEF1,lncRNA,ARHGEF1,0,1,0,1,2,down,down,up,down,up,0.876117382,0.069935673,0.272695179,986,4.03E-09,0,0.21115298,3.45E-05,0.852938088,no,2.265187411,13.38095238,3.335586564,200.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600463,IFI30,lncRNA,IFI30,0,1,1,1,3,down,down,down,down,down,-4.109956734,9.55E-11,2.11E-08,1973,4.03E-09,0,0.37586508,5.92E-05,0.624929448,no,7.685083915,26.47953764,25.1974669,2393.271429,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600642,RP11-98F14.11,lncRNA,RP11-98F14.11,0,0,1,0,1,down,down,up,down,up,6.40047428,0.018267262,0.185753205,1,4.03E-09,0,0,3.46E-05,NA,no,23.49681529,8.049180328,23.7593361,31,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600646,FKRP,lncRNA,FKRP,0,0,0,0,0,up,up,up,down,up,2.082797065,0.445780636,0.673897935,156,4.03E-09,0,0.009617787,1.92E-05,0.610669975,no,5.215434084,3.07383279,2.402267325,26.92307692,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600655,CD22,lncRNA,NA,0,0,0,0,0,up,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,43.25206612,6.210727969,22.72164948,39.70769231,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600671,CTB-176F20.3,lncRNA,CTB-176F20.3,0,1,1,0,2,down,up,up,up,up,3.811827677,0.141173742,0.34732554,304,4.03E-09,0,0.039099632,2.18E-05,0.727375369,no,155.9,221,1222.1,6.042721123,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000600763,C3,lncRNA,NA,0,1,1,0,2,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,61.17636418,15.98094598,13.73256625,18.28711379,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601087,DNAJB1,lncRNA,DNAJB1,1,1,1,1,4,up,up,up,down,up,0.698290601,0.765101599,0.890892577,18,4.03E-09,0,0.000271064,1.32E-05,0.509803922,no,375.4,321,14.05394191,350,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601179,STAP2,lncRNA,STAP2,0,0,1,0,1,up,up,up,down,up,1.590504299,0.392891027,0.626766924,125,4.03E-09,0,0.016561071,1.51E-05,0.778709677,no,8.606979405,5.279176201,12.43576017,150.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601292,C19orf45,lncRNA,C19orf45,0,0,1,1,2,up,up,up,up,up,5.217713661,0.054567846,0.272695179,3,4.03E-09,0,0,3.47E-05,1,no,26.66060606,5.378109453,19.66953877,530.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601502,MYO1F,lncRNA,NA,0,0,0,0,0,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.081921944,6.057303097,5.143296219,52.27839711,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601785,CD33,lncRNA,NA,0,0,1,0,1,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,28.92484076,3.266112266,13.25457007,4.955709488,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601881,SIPA1L3,lncRNA,SIPA1L3,0,0,0,0,0,up,up,up,down,up,3.947359638,0.081649265,0.272695179,2,4.03E-09,0,0,3.46E-05,1,no,5.940763835,5.417744917,5.157174556,99.79230769,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000601929,CTD-3032J10.3,lncRNA,CTD-3032J10.3,1,1,0,0,2,down,down,down,down,up,4.448804763,0.07357106,0.272695179,1,4.03E-09,0,0,3.46E-05,NA,no,326.3,201,197.3,134.1839303,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602053,C3,lncRNA,C3,0,1,1,1,3,down,down,down,down,down,-5.873842199,0.000475952,0.015463559,393,4.03E-09,0,0.037298236,2.60E-05,0.714441502,no,9.307798032,82.76470588,18.76136364,536.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602138,ETHE1,lncRNA,ETHE1,0,0,1,0,1,up,up,up,down,up,5.285067325,0.052104667,0.272695179,17,4.03E-09,0,0.00055414,1.28E-05,0.801470588,no,7.669818457,2.950207469,10.93648069,8.007565337,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602469,DMWD,lncRNA,DMWD,1,0,0,0,1,down,up,up,down,up,2.461469042,0.20075103,0.434688303,597,4.03E-09,0,0.061406056,2.91E-05,0.738760919,no,210.1,7.453900709,3.088259109,14.36118598,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602492,PPFIA3,lncRNA,NA,0,0,1,1,2,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5.468043265,4.570347958,9.11978822,383.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602503,KDM1A,lncRNA,KDM1A,0,0,0,1,1,up,down,up,down,up,0.357243363,0.599219901,0.791601907,32,4.03E-09,0,0.000373629,1.89E-05,0.421370968,no,7.86562942,6.945945946,3.241140597,266.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602529,RP5-1139B12.3,lncRNA,RP5-1139B12.3,0,0,0,0,0,down,down,down,down,down,-2.068486898,0.383574129,0.618289926,16,4.03E-09,0,0.000823051,1.13E-05,0.683333333,no,17.08955224,4.333333333,4.139257294,23.33081285,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602705,RLTPR,lncRNA,NA,0,0,0,1,1,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,59.69784173,8.720797721,3.56137931,948.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602800,PPFIA3,lncRNA,PPFIA3,1,1,1,1,4,down,up,up,up,up,5.781795329,0.034513039,0.244481306,2,4.03E-09,0,0,3.46E-05,1,no,651.7,37.77419355,7.740831296,524.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602844,RP11-167P11.2,lncRNA,RP11-167P11.2,1,0,0,0,1,down,up,up,down,down,-2.283658922,0.133103397,0.338506964,65,4.03E-09,0,0.003179432,1.48E-05,0.570192308,no,504.5,5.835164835,8.297752809,3.921507064,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602886,RP11-540B6.6,lncRNA,RP11-540B6.6,1,0,0,1,2,down,down,down,down,up,0.798092355,0.088370229,0.278387543,129,4.03E-09,0,0.011381352,1.71E-05,0.714631783,no,341.8,2.310452418,4.380597015,649.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602907,RP11-83A24.1,lncRNA,RP11-83A24.1,1,1,0,1,3,down,up,up,down,up,1.594608558,0.137566343,0.342830293,473,4.03E-09,0,0.09026551,2.57E-05,0.838042427,no,295.3,661,2.975478748,333.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000602957,RP6-91H8.3,lncRNA,RP6-91H8.3,1,1,1,1,4,down,down,down,down,down,-7.241787417,1.06E-23,2.74E-20,1655,4.03E-09,0,0.281800278,5.36E-05,0.58944169,no,380.6,301,55.16853933,865.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000603221,ADAMTS10,lncRNA,ADAMTS10,1,0,0,1,2,up,up,down,down,down,-2.573312428,0.00417967,0.077487696,1561,4.03E-09,0,0.245778139,5.16E-05,0.556714959,no,246.3,7.829268293,14.56830601,732.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000603264,RP11-731D1.4,lncRNA,RP11-731D1.4,1,1,1,0,3,up,up,up,down,up,3.330155101,0.117415232,0.314507608,179,4.03E-09,0,0.013943918,1.93E-05,0.590609503,no,1317.8,12.35135135,399.4,31,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000603680,GALNT6,lncRNA,GALNT6,1,1,0,1,3,up,up,up,down,up,2.312051033,0.008336619,0.119875932,558,4.03E-09,0,0.059121926,2.74E-05,0.71620239,no,297.9,15.76190476,3.235256884,283.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000603791,RP11-420L9.5,lncRNA,RP11-420L9.5,1,1,0,0,2,down,down,down,down,down,-3.743072092,0.000261971,0.009498476,1553,4.03E-09,0,0.252638283,5.19E-05,0.559301585,no,659.4,16.85365854,7.112305637,23.70331546,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604030,SH3D19,lncRNA,SH3D19,0,1,1,1,3,up,up,up,up,up,1.349937214,0.594484848,0.788943939,175,4.03E-09,0,0.023407781,1.87E-05,0.665221675,no,5.808716368,10.81438515,9.926784902,506.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604202,BTN3A2,lncRNA,BTN3A2,0,1,0,1,2,down,down,down,down,down,-0.011190438,0.984808448,0.994025547,22,4.03E-09,0,4.90E-05,1.74E-05,0.294372294,no,11.53652393,18.14285714,4.739293202,981.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604367,CCDC12,lncRNA,CCDC12,0,0,0,0,0,down,down,up,down,up,0.112491993,0.910881543,0.964476045,15,4.03E-09,0,4.59E-05,1.37E-05,0.285714286,no,6.722292994,3.01814059,3.331377393,33.19144603,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604599,CDCA3,lncRNA,CDCA3,1,1,1,1,4,up,up,up,down,up,5.870134654,0.031820225,0.236775362,485,4.03E-09,0,0.057393905,2.79E-05,0.606313368,no,439.9,841,23.6500324,449.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604801,RP4-657E11.10,lncRNA,RP4-657E11.10,1,1,1,0,3,down,up,up,up,up,1.370335076,0.374978432,0.610256223,1217,4.03E-09,0,0.26146671,4.13E-05,0.843045885,no,186.9,201,12.26372443,10.31969309,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000604929,TUBB4B,lncRNA,TUBB4B,0,0,0,0,0,up,up,up,down,up,1.017318398,0.280586359,0.508271461,670,4.03E-09,0,0.13039817,2.94E-05,0.855373357,no,3.244206004,5.890829694,6.666071981,31.44844358,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000605039,BIN2,lncRNA,BIN2,0,1,1,1,3,down,down,down,down,down,-3.706197865,0.002670841,0.056052163,1567,4.03E-09,0,0.249500871,5.15E-05,0.555841628,no,6.893592677,41,14.43242354,1430.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000605200,CTD-2012J19.3,lncRNA,CTD-2012J19.3,1,1,0,0,2,up,up,up,down,up,2.241674662,0.155829319,0.365758156,8,4.03E-09,0,0,3.57E-05,1,no,259.2,12.98019802,3.267905267,6.278900298,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000605477,RP11-685B14.3,lncRNA,NA,1,0,0,1,2,down,down,up,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,264.4,5.132231405,7.247018739,307.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000605613,PALMD,lncRNA,PALMD,0,1,0,1,2,down,down,down,down,down,-1.683946137,0.051700075,0.272695179,90,4.03E-09,0,0.00310383,1.61E-05,0.589762797,no,19.57553957,96.45454545,5.80975462,483,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000605886,RP11-284F21.10,lncRNA,RP11-284F21.10,0,0,1,0,1,up,up,up,up,up,4.580528979,4.20E-11,9.88E-09,2034,4.03E-09,0,0.344509154,6.28E-05,0.544721051,no,6.732303732,9.288288288,304.1,13.37721022,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606343,RP11-284F21.9,lncRNA,RP11-284F21.9,1,1,1,1,4,up,up,up,up,up,7.044625202,3.02E-07,2.80E-05,2007,4.03E-09,0,0.368752979,6.15E-05,0.593537772,no,530.3,1191,113.0016863,229.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
ENST00000606441,RP1-40E16.12,lncRNA,NA,0,0,0,0,0,down,up,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4.185946872,6.432098765,4.05802969,15.38232271,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606554,WASH5P,lncRNA,NA,1,0,0,1,2,down,down,up,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,450.3,9.536585366,4.941678521,2010.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606587,CTD-2376I4.2,lncRNA,CTD-2376I4.2,1,1,0,0,2,down,down,down,down,down,-0.031611745,0.98819102,0.995155727,11,4.03E-09,0,6.01E-05,1.17E-05,0.636363636,no,210.1,201,4.110863095,36.5239899,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606640,CTB-181H17.1,lncRNA,CTB-181H17.1,1,0,0,1,2,up,down,up,down,up,0.449515532,0.427879667,0.657867684,256,4.03E-09,0,0.022989663,1.95E-05,0.791329657,no,285,5.049586777,5.579827674,599.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606654,LL22NC03-2H8.5,lncRNA,LL22NC03-2H8.5,0,0,0,0,0,down,down,up,down,up,0.765742384,0.126375412,0.327247956,169,4.03E-09,0,0.018602097,1.96E-05,0.670259228,no,28.62437237,2.473919732,3.778770004,150.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606717,RP11-430N14.4,lncRNA,NA,1,1,1,0,3,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,323.7,1031,221.4247712,167.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000606872,WASH5P,lncRNA,WASH5P,0,1,1,1,3,down,down,up,down,up,1.279260605,0.621135397,0.80604418,107,4.03E-09,0,0.016543219,1.43E-05,0.859636748,no,50.58485139,651,10.2131324,283.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000607352,RP11-91J19.4,lncRNA,RP11-91J19.4,1,1,0,0,2,down,down,down,down,up,0.868779456,0.059552923,0.272695179,1301,4.03E-09,0,0.197713511,4.58E-05,0.536275055,no,272.1,361,6.245067497,7.076797386,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000607516,CD200,lncRNA,CD200,0,0,1,0,1,up,up,down,down,down,-0.421677395,0.863621082,0.941897743,1,4.03E-09,0,2.08E-07,1.00E-05,NA,no,143,9.595041322,8.884875847,11.28418318,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000607565,RP11-506K6.4,lncRNA,RP11-506K6.4,1,0,1,0,2,up,up,up,down,up,1.650173082,0.52502871,0.737536501,29,4.03E-09,0,3.15E-05,1.99E-05,0.300492611,no,814.3,17.36363636,16.01484674,150.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000607809,RP11-834C11.7,lncRNA,RP11-834C11.7,0,0,0,0,0,down,down,down,up,down,-0.798625089,0.761922488,0.889378701,1,4.03E-09,0,2.08E-07,1.00E-05,NA,no,7.938931298,3.093023256,4.962821735,3.677033493,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000607927,XXbac-B476C20.9,lncRNA,XXbac-B476C20.9,0,0,0,0,0,up,up,up,down,down,-1.205142694,0.28842351,0.51706491,18,4.03E-09,0,0.000824132,1.26E-05,0.607843137,no,13.99829352,3.38178634,6.048056758,16.16073698,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000608055,FLI1,lncRNA,FLI1,0,0,1,0,1,down,up,down,down,down,-2.278914313,0.286771233,0.515329364,40,4.03E-09,0,0.000156318,1.88E-05,0.394871795,no,5.121078701,4.229813665,8.259507231,30.59145674,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000608069,RP11-474G23.3,lncRNA,RP11-474G23.3,1,0,0,0,1,down,down,up,down,down,-1.10066219,0.556440422,0.761379313,2,4.03E-09,0,2.39E-07,1.06E-05,0,no,210.1,171,4.476757587,53.81294964,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000608412,RP11-138A9.2,lncRNA,RP11-138A9.2,1,0,0,1,2,down,down,down,down,up,1.181955876,0.136284025,0.340758781,90,4.03E-09,0,0.003835306,1.58E-05,0.586017478,no,1100.9,3.331216184,3.552073311,1118.389344,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000609669,RP11-359K18.4,lncRNA,RP11-359K18.4,1,0,1,0,2,down,down,down,down,down,-1.251068684,0.016003012,0.17396525,396,4.03E-09,0,0.079938821,2.25E-05,0.844776883,no,527.7,2.609977324,8.451298701,142.5857143,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000609762,UBN2,lncRNA,UBN2,1,1,0,1,3,down,up,up,down,down,-1.097371058,0.682980674,0.843375772,19,4.03E-09,0,1.41E-05,1.54E-05,0.637426901,no,326.3,531,3.044146212,250.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000609825,KB-1125A3.11,lncRNA,NA,1,0,0,1,2,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4114.1,2.91730388,2.964305633,516.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000609884,RP11-234K24.3,lncRNA,NA,1,0,0,1,2,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,362.5,4.013435701,4.672272531,499.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000609975,RP11-440D17.3,lncRNA,RP11-440D17.3,0,1,0,1,2,up,up,up,down,up,2.282711787,0.283126531,0.511151963,677,4.03E-09,0,0.071799426,3.29E-05,0.588774877,no,6.271578947,14.80952381,6.101827312,200.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENTPD2,954,mRNA,ENSG00000054179,1,0,1,0,2,up,up,up,up,up,4.82280199,0.00029336,0.002908679,5036,3.02E-08,1042.551882,0.843213688,0.000136273,0.476572649,no,917.6,18.90035587,43.91948371,211.6,0.268278396,0.268278396,0.018467954,0.012523388,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
EPCAM,4072,mRNA,ENSG00000119888,1,0,1,0,2,up,up,up,up,up,4.260638398,2.88E-07,2.05E-05,2932,2.86E-08,7432.144312,0.360103725,9.56E-05,0.413186556,no,1382.4,26.76576577,323.0842697,187.5,0.027075,0.027075,0.841186843,0.804854363,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1
EPHA2,1969,mRNA,ENSG00000142627,0,1,1,1,3,up,up,up,down,up,1.808882952,0.002754747,0.015671489,2400,1.96E-08,2235.79688,0.366005605,7.70E-05,0.555338335,no,20.6322532,291,11.76951444,566,0.011662924,0.011662924,0.925689212,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
EPHB3,2049,mRNA,ENSG00000182580,0,0,1,1,2,up,up,up,up,up,4.379340751,0.000295921,0.002929157,3354,2.90E-08,2434.427002,0.390613533,0.000105555,0.397192877,no,155.9,19.87915937,330.1,855.4,-0.047183307,0.047183307,0.654016414,0.595493496,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
ERCC5,2073,mRNA,ENSG00000134899,0,1,0,1,2,down,up,up,down,up,0.944324956,0.005482349,0.025997046,3063,7.90E-09,36216.46454,0.418747249,9.61E-05,0.444521781,no,9.584713376,341,11.90041494,898.4,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ERO1A,30001,mRNA,NA,0,0,1,1,2,down,down,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4.868421053,11.96774194,12.61825726,2311,-0.032935152,0.032935152,0.846962877,0.747744984,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ERV3-1,2086,mRNA,ENSG00000213462,0,0,0,1,1,down,up,down,down,down,-1.095916174,0.004988502,0.024276006,4091,8.71E-09,26866.74343,0.633237943,0.000117751,0.458413035,no,5.191233141,41,2.375875311,1297.3,-0.097435525,0.097435525,0.277440833,0.322430404,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ESRP1,54845,mRNA,ENSG00000104413,1,1,1,1,4,up,up,up,up,up,4.379308818,8.81E-08,1.05E-05,2737,2.89E-08,3664.877053,0.340896647,8.88E-05,0.421743297,no,1111.3,241,243.5,747.1,0.192214796,0.192214796,0.111095507,0.081507392,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
ETS2,2114,mRNA,ENSG00000157557,0,0,0,1,1,up,up,up,down,up,1.43642313,9.13E-05,0.001223924,4365,1.74E-08,8652.749867,0.659415663,0.000123775,0.433895467,no,2.711164066,4.43786295,7.73927564,915,-0.157567051,0.157567051,0.297947036,0.389116453,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
EVI2B,2124,mRNA,ENSG00000185862,0,1,1,1,3,down,down,down,down,down,-3.021467277,3.77E-06,0.000120644,5295,1.11E-08,9472.375331,0.889567267,0.00014231,0.470300763,no,14.28673638,4841,14.16613864,798.7,0.05476125,0.05476125,0.727872547,0.55444225,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
EWSR1,2130,mRNA,ENSG00000182944,0,0,0,1,1,down,up,up,down,down,-0.326411835,0.200758008,0.336027645,1372,7.93E-09,29429.43456,0.183515885,5.66E-05,0.523031219,no,4.305019305,3.173913043,3.45267264,5335.7,-0.003248951,0.003248951,0.461653218,0.648118145,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
EXD2,55218,mRNA,ENSG00000081177,0,0,0,1,1,up,down,up,down,up,0.069852389,0.948968664,0.968014616,112,8.03E-09,8303.961249,0.001941922,2.94E-05,0.246943372,no,155.9,4.465346535,4.181974742,682.4,-0.250870943,0.250870943,0.032063542,0.060811099,no,0.010204082,32.822578,0.013125908,0.000644601,0.166666667,NA,2191262.5,5528966.783,-3337704.283,269593192.8,0.022993114,0,0
EXOC3,11336,mRNA,ENSG00000180104,0,0,0,1,1,up,up,up,down,up,0.436150646,0.094353566,0.197084732,3591,7.86E-09,34587.74184,0.453143147,0.00010859,0.400110304,no,20.40606061,2.439688716,3.542979943,915,-0.11625091,0.11625091,0.405808846,0.47064001,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
